,image_id,street,citi,bed,bath,sqft,price
5920,5920,2,"Temecula, CA",3,2.0,1352,399900
5921,5921,1,"Murrieta, CA",3,2.1,1800,359000
5922,5922,2,"Winchester, CA",4,2.0,1882,399990
5923,5923,1,"Menifee, CA",2,2.0,1814,389900
5924,5924,1,"Bermuda Dunes, CA",3,3.1,2239,394900
5925,5925,2,"Indio, CA",4,3.0,2010,350000
5926,5926,1,"Nuevo, CA",3,2.0,1566,365000
5927,5927,2,"Lake Elsinore, CA",3,2.0,1549,349900
5928,5928,1,"Menifee, CA",4,2.1,1990,384880
5929,5929,2,"Temecula, CA",3,2.0,1411,400000
5930,5930,1,"Calimesa, CA",4,3.0,2428,393990
5931,5931,1,"Perris, CA",3,2.0,1820,369900
5932,5932,1,"Perris, CA",4,2.0,1980,359000
5933,5933,2,"Nuevo, CA",3,2.0,1512,349800
5934,5934,2,"Palm Desert, CA",3,3.1,2062,398500
5935,5935,2,"Cathedral City, CA",3,2.0,1468,349900
5936,5936,2,"Anza, CA",3,3.0,2264,399000
5937,5937,1,"Moreno Valley, CA",5,3.0,2117,390000
5938,5938,2,"Beaumont, CA",4,3.0,2243,401096
5939,5939,1,"Beaumont, CA",4,2.0,1755,360425
5940,5940,2,"Indio, CA",4,3.0,3005,355000
5941,5941,1,"Palm Desert, CA",3,2.0,1105,359900
5942,5942,1,"Indio, CA",4,3.0,2625,385500
5943,5943,1,"Riverside, CA",4,2.1,1668,380000
5944,5944,1,"Beaumont, CA",4,3.1,2439,365000
5945,5945,1,"Lake Elsinore, CA",3,2.0,1391,365000
5946,5946,1,"Riverside, CA",4,2.0,1400,385000
5947,5947,1,"Indio, CA",3,2.1,1981,379900
5948,5948,2,"Lake Elsinore, CA",4,2.0,1901,399900
5949,5949,2,"Menifee, CA",5,3.0,2537,402490
5950,5950,2,"Calimesa, CA",3,2.0,1573,349290
5951,5951,1,"Calimesa, CA",4,3.0,2223,371990
5952,5952,2,"Calimesa, CA",3,3.0,1858,347990
5953,5953,2,"Cathedral City, CA",3,2.0,1414,354000
5954,5954,1,"Beaumont, CA",4,2.0,1472,389950
5955,5955,2,"Beaumont, CA",2,2.0,1802,355000
5956,5956,1,"Moreno Valley, CA",4,2.0,1595,359900
5957,5957,2,"La Quinta, CA",2,2.0,1830,354000
5958,5958,2,"Perris, CA",4,3.0,1853,349900
5959,5959,1,"Beaumont, CA",4,3.0,1948,389900
5960,5960,1,"Mira Loma, CA",3,1.0,1108,360000
5961,5961,1,"Beaumont, CA",4,2.0,1906,359900
5962,5962,2,"Perris, CA",4,2.1,2181,350900
5963,5963,1,"Riverside, CA",3,2.0,1080,363900
5964,5964,1,"Moreno Valley, CA",3,2.1,2077,385000
5965,5965,2,"San Jacinto, CA",4,2.1,1947,349000
5966,5966,1,"Desert Hot Springs, CA",3,2.0,1876,369900
5967,5967,1,"Riverside, CA",4,2.0,1550,384900
5968,5968,2,"Menifee, CA",4,2.0,2088,399900
5969,5969,1,"San Jacinto, CA",4,2.0,1859,358800
5970,5970,1,"Perris, CA",3,2.0,1871,365000
5971,5971,1,"Riverside, CA",3,2.0,1485,369900
5972,5972,2,"Temecula, CA",3,2.0,1133,397000
5973,5973,1,"Moreno Valley, CA",3,2.1,1595,360000
5974,5974,1,"Murrieta, CA",3,2.1,1636,359000
5975,5975,1,"Perris, CA",4,2.1,1825,370000
5976,5976,1,"Indio, CA",4,4.0,2850,359000
5977,5977,2,"Cathedral City, CA",3,2.0,1680,395000
5978,5978,2,"San Jacinto, CA",4,3.0,2456,350000
5979,5979,2,"Beaumont, CA",4,3.0,2243,395000
5980,5980,2,"Beaumont, CA",2,2.0,1561,349000
5981,5981,1,"Moreno Valley, CA",4,2.1,2001,369000
5982,5982,1,"Moreno Valley, CA",3,2.0,2026,374900
5983,5983,1,"Moreno Valley, CA",5,3.0,2912,360000
5984,5984,2,"Menifee, CA",2,2.0,1690,398500
5985,5985,1,"Hemet, CA",3,2.0,1764,370000
5986,5986,1,"Indio, CA",6,3.0,2626,369900
5987,5987,1,"Menifee, CA",2,2.0,1512,368000
5988,5988,1,"Palm Desert, CA",2,2.0,1836,358900
5989,5989,1,"Perris, CA",5,2.1,2571,360000
5990,5990,2,"Riverside, CA",3,2.0,2057,349999
5991,5991,1,"Beaumont, CA",4,3.0,3225,382000
5992,5992,2,"Riverside, CA",3,2.1,1732,403000
5993,5993,1,"Belltown, CA",4,2.0,1296,379900
5994,5994,2,"Murrieta, CA",3,2.0,1467,349900
5995,5995,1,"Menifee, CA",4,2.0,1954,385000
5996,5996,1,"Winchester, CA",3,2.1,1868,366990
5997,5997,1,"Cathedral City, CA",3,2.0,1842,369900
5998,5998,1,"Banning, CA",2,2.1,2133,369000
5999,5999,2,"Moreno Valley, CA",4,2.0,1806,405000
6000,6000,2,"Indio, CA",3,3.0,2005,345000
6001,6001,2,"Riverside, CA",2,1.0,864,355000
6002,6002,1,"Palm Desert, CA",3,3.0,1840,367500
6003,6003,2,"Beaumont, CA",4,2.0,1611,345000
6004,6004,2,"La Quinta, CA",3,2.0,1426,345000
6005,6005,1,"Riverside, CA",3,2.0,1056,359999
6006,6006,2,"Hemet, CA",4,3.0,2838,349900
6007,6007,2,"Perris, CA",4,2.1,2352,355000
6008,6008,1,"Menifee, CA",3,2.0,1826,379900
6009,6009,1,"Cathedral City, CA",3,2.0,1540,389000
6010,6010,2,"Hemet, CA",4,3.0,2621,349777
6011,6011,1,"Lake Elsinore, CA",3,2.1,1468,375000
6012,6012,2,"Aguanga, CA",4,3.0,2303,399000
6013,6013,1,"Perris, CA",4,3.0,2084,379000
6014,6014,1,"Moreno Valley, CA",3,2.1,2418,389000
6015,6015,2,"Menifee, CA",3,2.1,1901,405000
6016,6016,1,"Perris, CA",3,2.0,2134,369999
6017,6017,2,"Indio, CA",3,2.1,2051,345000
6018,6018,2,"Indio, CA",4,4.0,2551,349000
6019,6019,2,"San Jacinto, CA",4,2.1,2956,349000
6020,6020,1,"Lake Elsinore, CA",3,2.0,1532,359000
6021,6021,2,"Beaumont, CA",4,2.1,1750,349900
6022,6022,2,"Moreno Valley, CA",4,2.1,1633,350000
6023,6023,1,"Riverside, CA",2,1.0,1000,364900
6024,6024,2,"Moreno Valley, CA",4,2.0,2051,405000
6025,6025,1,"Menifee, CA",3,2.1,1893,379900
6026,6026,1,"Riverside, CA",3,2.0,1871,365000
6027,6027,2,"Perris, CA",4,1.0,1766,399900
6028,6028,1,"Palm Desert, CA",3,2.0,1258,375000
6029,6029,1,"Palm Desert, CA",2,2.0,1664,359000
6030,6030,1,"Riverside, CA",3,1.0,1000,389999
6031,6031,1,"Beaumont, CA",2,2.0,1929,369000
6032,6032,1,"Perris, CA",5,2.1,2441,379900
6033,6033,2,"Beaumont, CA",3,2.0,2018,345000
6034,6034,2,"Indio, CA",3,3.0,1991,350000
6035,6035,1,"Menifee, CA",4,3.0,2140,367000
6036,6036,1,"Riverside, CA",3,1.0,1339,370000
6037,6037,1,"Lake Elsinore, CA",4,3.0,2189,380000
6038,6038,1,"Hemet, CA",4,2.0,2576,389900
6039,6039,2,"Indio, CA",2,2.0,1432,349900
6040,6040,1,"Menifee, CA",3,2.0,1757,369900
6041,6041,2,"Indio, CA",2,2.0,1806,398700
6042,6042,1,"Wildomar, CA",3,2.1,1559,365000
6043,6043,1,"Beaumont, CA",4,2.0,1811,375000
6044,6044,2,"Moreno Valley, CA",3,2.0,1373,349900
6045,6045,2,"Palm Desert, CA",3,2.0,1612,347500
6046,6046,2,"San Jacinto, CA",5,3.0,3082,349900
6047,6047,2,"Murrieta, CA",3,2.0,1386,349999
6048,6048,2,"Palm Desert, CA",2,2.0,1475,349000
6049,6049,1,"Riverside, CA",3,2.0,1416,379900
6050,6050,2,"Hemet, CA",4,2.1,2746,350000
6051,6051,1,"Riverside, CA",2,1.0,900,360000
6052,6052,2,"Palm Desert, CA",2,2.0,2032,349900
6053,6053,2,"Murrieta, CA",3,2.0,1352,395000
6054,6054,2,"Murrieta, CA",3,2.0,1230,349000
6055,6055,2,"La Quinta, CA",3,2.0,1502,345000
6056,6056,1,"Riverside, CA",3,1.0,1156,385000
6057,6057,2,"Menifee, CA",2,2.0,1370,345000
6058,6058,1,"Hemet, CA",3,2.0,1768,369900
6059,6059,2,"Wildomar, CA",4,2.1,2052,399000
6060,6060,2,"Lake Elsinore, CA",4,3.0,1960,397990
6061,6061,1,"Indio, CA",4,2.0,2191,369900
6062,6062,1,"Indio, CA",2,2.0,1488,359900
6063,6063,1,"La Quinta, CA",2,2.0,1580,375000
6064,6064,2,"Moreno Valley, CA",4,3.0,2661,398000
6065,6065,1,"Indio, CA",4,3.1,2551,382000
6066,6066,2,"Palm Desert, CA",2,2.0,1680,349000
6067,6067,1,"Hemet, CA",4,2.1,2860,369900
6068,6068,1,"Lake Elsinore, CA",3,2.1,2180,365000
6069,6069,2,"Riverside, CA",3,2.0,1581,399000
6070,6070,1,"Menifee, CA",3,2.0,1757,365000
6071,6071,2,"Riverside, CA",2,1.0,866,355000
6072,6072,1,"Moreno Valley, CA",3,2.0,1502,369900
6073,6073,1,"Murrieta, CA",2,2.0,1502,375000
6074,6074,1,"Moreno Valley, CA",3,2.1,1920,365000
6075,6075,2,"Nuevo, CA",3,2.0,1769,355000
6076,6076,1,"Moreno Valley, CA",4,3.0,2071,389900
6077,6077,2,"Beaumont, CA",4,3.0,2952,395432
6078,6078,1,"Perris, CA",3,2.0,1768,374900
6079,6079,1,"Cathedral City, CA",3,2.0,1941,359000
6080,6080,2,"San Jacinto, CA",5,2.1,2385,349000
6081,6081,1,"Beaumont, CA",3,2.0,1895,359950
6082,6082,2,"Moreno Valley, CA",3,2.1,1589,399900
6083,6083,1,"Cathedral City, CA",3,3.0,2063,389900
6084,6084,1,"Moreno Valley, CA",4,2.0,1683,369988
6085,6085,2,"Beaumont, CA",3,2.0,1842,345000
6086,6086,1,"Rancho Mirage, CA",2,2.0,1347,380000
6087,6087,1,"Menifee, CA",4,3.0,2474,393065
6088,6088,1,"Lake Elsinore, CA",4,3.0,2223,380000
6089,6089,1,"Anza, CA",4,3.0,2160,375000
6090,6090,1,"Hemet, CA",4,3.0,2462,357777
6091,6091,2,"Riverside, CA",4,2.0,1344,395000
6092,6092,2,"Murrieta, CA",2,2.0,1606,349900
6093,6093,1,"Beaumont, CA",4,2.0,1852,365000
6094,6094,1,"Riverside, CA",3,2.0,1242,369999
6095,6095,1,"Indio, CA",2,2.1,2230,385000
6096,6096,1,"Winchester, CA",2,2.0,1152,375000
6097,6097,2,"Moreno Valley, CA",4,2.1,1749,349500
6098,6098,1,"Moreno Valley, CA",4,3.0,2044,374999
6099,6099,1,"Mountain Center, CA",3,2.0,1774,359000
6100,6100,1,"Moreno Valley, CA",3,2.1,1873,359000
6101,6101,1,"Belltown, CA",3,1.1,1073,390000
6102,6102,2,"Lake Elsinore, CA",3,2.0,1480,349500
6103,6103,1,"Murrieta, CA",3,2.1,1462,419900
6104,6104,1,"Menifee, CA",3,2.1,2032,419900
6105,6105,1,"Canyon Lake, CA",4,2.0,2001,409900
6106,6106,1,"Riverside, CA",3,3.0,1382,412500
6107,6107,1,"Riverside, CA",4,2.0,1579,409999
6108,6108,1,"La Quinta, CA",2,2.1,1572,424900
6109,6109,1,"Palm Springs, CA",3,2.0,2229,435000
6110,6110,2,"Murrieta, CA",5,3.0,2189,446000
6111,6111,2,"Murrieta, CA",3,3.0,2030,400000
6112,6112,2,"Moreno Valley, CA",3,2.0,2026,399800
6113,6113,2,"Calimesa, CA",4,3.0,2428,399999
6114,6114,1,"Indio, CA",3,3.0,2112,419500
6115,6115,2,"La Quinta, CA",2,2.0,898,449000
6116,6116,2,"Mira Loma, CA",3,2.0,1224,395000
6117,6117,2,"Moreno Valley, CA",4,3.0,1994,405000
6118,6118,2,"Riverside, CA",3,2.0,1316,405000
6119,6119,2,"Corona, CA",3,2.0,1374,445000
6120,6120,1,"Wildomar, CA",3,3.0,3040,425000
6121,6121,2,"Nuevo, CA",3,2.1,2269,445000
6122,6122,2,"Temecula, CA",3,2.0,1352,399900
6123,6123,2,"Murrieta, CA",3,2.1,2328,449900
6124,6124,1,"Wildomar, CA",4,2.0,1738,425000
6125,6125,2,"Wildomar, CA",4,3.0,2288,449900
6126,6126,2,"Winchester, CA",4,2.0,1882,399990
6127,6127,1,"Murrieta, CA",3,2.1,1716,440000
6128,6128,2,"Corona, CA",3,2.1,1475,449900
6129,6129,1,"Menifee, CA",5,2.1,2588,419999
6130,6130,2,"Corona, CA",3,2.0,1739,448000
6131,6131,1,"Indio, CA",3,3.0,2331,419900
6132,6132,1,"Riverside, CA",2,1.0,1164,415000
6133,6133,1,"Riverside, CA",3,2.0,2028,419000
6134,6134,1,"Moreno Valley, CA",4,2.0,1638,419000
6135,6135,1,"Moreno Valley, CA",3,3.0,1983,409900
6136,6136,1,"Calimesa, CA",4,2.0,2080,421731
6137,6137,2,"Calimesa, CA",5,3.0,2854,448163
6138,6138,2,"Calimesa, CA",5,3.0,2854,450163
6139,6139,2,"Temecula, CA",3,2.0,1411,400000
6140,6140,1,"Temecula, CA",4,3.0,1951,440000
6141,6141,2,"Menifee, CA",3,2.0,1437,450000
6142,6142,2,"Palm Desert, CA",3,3.1,2062,398500
6143,6143,2,"Anza, CA",3,3.0,2264,399000
6144,6144,2,"Lake Elsinore, CA",5,2.1,2511,449999
6145,6145,2,"Beaumont, CA",4,3.0,2243,401096
6146,6146,1,"Beaumont, CA",4,4.1,4107,428900
6147,6147,1,"Corona, CA",3,2.1,1320,419880
6148,6148,1,"Murrieta, CA",3,2.0,1950,430000
6149,6149,1,"Lake Elsinore, CA",4,3.0,2315,419000
6150,6150,1,"Moreno Valley, CA",3,2.0,1465,420000
6151,6151,2,"Lake Elsinore, CA",4,2.0,1901,399900
6152,6152,1,"Riverside, CA",4,2.1,1567,410000
6153,6153,2,"Hemet, CA",3,2.0,2258,450000
6154,6154,2,"Aguanga, CA",4,2.1,2126,452495
6155,6155,2,"Menifee, CA",5,3.0,2537,402490
6156,6156,2,"Lake Elsinore, CA",4,3.0,2595,445000
6157,6157,2,"Lake Elsinore, CA",4,3.0,2499,449999
6158,6158,2,"Wildomar, CA",5,3.0,2816,445000
6159,6159,1,"Beaumont, CA",5,3.0,3252,420000
6160,6160,1,"Bermuda Dunes, CA",3,3.0,1972,419000
6161,6161,2,"Lake Elsinore, CA",4,3.0,2735,449900
6162,6162,2,"Palm Springs, CA",3,2.0,1475,445000
6163,6163,2,"Menifee, CA",4,2.0,2088,399900
6164,6164,1,"La Quinta, CA",5,3.1,2304,439000
6165,6165,1,"Riverside, CA",4,2.0,1618,419900
6166,6166,2,"Temecula, CA",3,2.0,1133,397000
6167,6167,1,"Winchester, CA",5,3.0,2782,410000
6168,6168,1,"Temecula, CA",3,2.0,1836,438000
6169,6169,2,"Cathedral City, CA",3,2.0,1680,395000
6170,6170,1,"Cathedral City, CA",4,3.0,2641,429000
6171,6171,2,"Beaumont, CA",4,3.0,2243,395000
6172,6172,2,"Corona, CA",3,2.0,1686,455000
6173,6173,1,"Corona, CA",3,1.1,1095,440000
6174,6174,1,"Beaumont, CA",4,2.1,2789,415000
6175,6175,2,"Menifee, CA",2,2.0,1690,398500
6176,6176,1,"Beaumont, CA",3,3.0,2700,432800
6177,6177,1,"Menifee, CA",3,2.0,2284,407500
6178,6178,1,"Murrieta, CA",4,3.0,2005,424900
6179,6179,1,"Menifee, CA",4,2.1,1953,415900
6180,6180,1,"Moreno Valley, CA",4,3.0,2841,419900
6181,6181,1,"Indio, CA",3,2.1,2625,421000
6182,6182,1,"Riverside, CA",3,2.0,2056,423650
6183,6183,2,"Riverside, CA",3,2.1,1732,403000
6184,6184,1,"Temecula, CA",4,2.0,1948,435000
6185,6185,1,"Murrieta, CA",4,2.0,1895,429000
6186,6186,1,"Murrieta, CA",3,2.1,2037,439900
6187,6187,1,"Lake Elsinore, CA",4,3.0,2300,419950
6188,6188,1,"Murrieta, CA",4,2.1,1828,424900
6189,6189,1,"Nuevo, CA",3,3.1,2066,429900
6190,6190,2,"Moreno Valley, CA",4,2.0,1806,405000
6191,6191,1,"Wildomar, CA",4,3.0,2949,415000
6192,6192,2,"Palm Desert, CA",3,2.0,1896,449900
6193,6193,1,"Riverside, CA",3,2.0,1486,419990
6194,6194,1,"Riverside, CA",3,2.1,1530,419000
6195,6195,2,"Winchester, CA",3,2.0,1945,449900
6196,6196,2,"Murrieta, CA",4,2.1,2137,449900
6197,6197,1,"Menifee, CA",3,2.0,2311,439900
6198,6198,2,"Aguanga, CA",4,3.0,2303,399000
6199,6199,2,"Menifee, CA",3,2.1,1901,405000
6200,6200,1,"Indio, CA",3,2.1,2044,435000
6201,6201,1,"Riverside, CA",3,2.0,2250,439900
6202,6202,2,"Riverside, CA",4,2.0,1473,449900
6203,6203,1,"Menifee, CA",4,2.1,2563,424990
6204,6204,1,"Menifee, CA",4,3.0,2298,415000
6205,6205,1,"Moreno Valley, CA",4,3.0,2363,418000
6206,6206,1,"Murrieta, CA",5,3.0,2776,439950
6207,6207,2,"Moreno Valley, CA",4,2.0,2051,405000
6208,6208,1,"Nuevo, CA",3,2.0,2114,415000
6209,6209,2,"Murrieta, CA",3,3.0,2608,453000
6210,6210,2,"Murrieta, CA",4,3.0,2585,449900
6211,6211,1,"Winchester, CA",4,3.0,2821,434900
6212,6212,2,"Winchester, CA",3,2.1,2789,448000
6213,6213,1,"Lake Elsinore, CA",4,3.0,2339,440000
6214,6214,1,"Riverside, CA",3,2.0,1125,418800
6215,6215,1,"Menifee, CA",3,3.0,2255,409900
6216,6216,2,"Perris, CA",4,1.0,1766,399900
6217,6217,1,"Murrieta, CA",3,2.1,1840,425000
6218,6218,2,"Temecula, CA",4,3.0,2210,450000
6219,6219,1,"Murrieta, CA",3,2.1,2112,442500
6220,6220,1,"Riverside, CA",3,2.1,1501,415000
6221,6221,1,"Palm Springs, CA",3,2.0,2102,418000
6222,6222,2,"Indio, CA",2,2.0,1763,449900
6223,6223,1,"Beaumont, CA",5,3.0,2550,409900
6224,6224,1,"Lake Elsinore, CA",3,2.0,1973,410000
6225,6225,1,"Calimesa, CA",4,3.0,2537,409900
6226,6226,1,"Lake Elsinore, CA",3,2.1,2304,419990
6227,6227,1,"Moreno Valley, CA",3,2.1,1930,429900
6228,6228,1,"Wildomar, CA",4,2.0,1564,415000
6229,6229,1,"Murrieta, CA",4,3.0,2079,409000
6230,6230,2,"Cathedral City, CA",4,2.0,2022,450000
6231,6231,1,"Cathedral City, CA",4,2.0,1997,424900
6232,6232,1,"Menifee, CA",5,3.0,2904,435000
6233,6233,1,"Corona, CA",2,2.0,1412,422900
6234,6234,2,"Moreno Valley, CA",3,3.1,4207,450000
6235,6235,1,"Indio, CA",4,3.0,2256,419000
6236,6236,2,"Indio, CA",2,2.0,1806,398700
6237,6237,1,"Murrieta, CA",4,2.0,1966,429999
6238,6238,1,"Riverside, CA",4,2.1,1957,418900
6239,6239,1,"Menifee, CA",4,2.1,2877,425000
6240,6240,1,"Corona, CA",3,2.0,1442,425000
6241,6241,2,"Murrieta, CA",3,3.0,2154,445000
6242,6242,1,"Corona, CA",3,2.0,1357,429998
6243,6243,1,"Riverside, CA",3,2.0,1711,409900
6244,6244,1,"Menifee, CA",4,3.1,2657,439840
6245,6245,1,"Murrieta, CA",5,3.0,2601,434900
6246,6246,1,"Menifee, CA",4,2.1,3192,425000
6247,6247,2,"Murrieta, CA",3,2.0,1352,395000
6248,6248,1,"Menifee, CA",3,2.1,1655,418900
6249,6249,1,"Moreno Valley, CA",5,4.0,3114,429900
6250,6250,2,"La Quinta, CA",3,2.0,2270,455000
6251,6251,1,"Desert Hot Springs, CA",3,2.1,2601,419900
6252,6252,1,"Temecula, CA",3,2.1,1970,423000
6253,6253,1,"Temecula, CA",3,2.1,1650,406500
6254,6254,1,"Riverside, CA",3,2.0,1540,439900
6255,6255,1,"Riverside, CA",3,2.0,1542,419900
6256,6256,1,"Lake Elsinore, CA",4,3.0,2442,429990
6257,6257,1,"Riverside, CA",4,2.0,1900,424900
6258,6258,1,"Wildomar, CA",3,2.0,1629,415000
6259,6259,2,"Beaumont, CA",2,2.1,2700,454900
6260,6260,1,"Hemet, CA",3,2.0,1633,425000
6261,6261,1,"Menifee, CA",2,2.0,2091,424900
6262,6262,2,"Winchester, CA",4,3.0,2784,450000
6263,6263,1,"La Quinta, CA",3,2.0,1700,439900
6264,6264,2,"Wildomar, CA",4,2.1,2052,399000
6265,6265,2,"Murrieta, CA",5,3.0,2365,451990
6266,6266,1,"La Quinta, CA",4,3.0,1840,429900
6267,6267,2,"Lake Elsinore, CA",4,3.0,1960,397990
6268,6268,1,"Riverside, CA",3,2.0,1300,429900
6269,6269,2,"Hemet, CA",4,2.1,2350,450500
6270,6270,2,"Moreno Valley, CA",4,3.0,2661,398000
6271,6271,1,"Calimesa, CA",5,3.0,2808,414900
6272,6272,1,"La Quinta, CA",3,3.0,1806,439000
6273,6273,1,"La Quinta, CA",3,2.0,1950,439900
6274,6274,1,"Lake Elsinore, CA",5,2.1,2628,437900
6275,6275,2,"Riverside, CA",3,2.0,1581,399000
6276,6276,2,"Murrieta, CA",4,3.0,2977,455000
6277,6277,2,"Winchester, CA",3,2.1,2585,451500
6278,6278,1,"Belltown, CA",4,2.0,1536,415000
6279,6279,1,"Temecula, CA",4,3.0,1873,425000
6280,6280,1,"Menifee, CA",4,3.0,2255,434000
6281,6281,1,"Menifee, CA",4,2.1,2428,415000
6282,6282,1,"Menifee, CA",4,2.0,2320,417000
6283,6283,1,"Winchester, CA",4,2.0,1925,419500
6284,6284,1,"La Quinta, CA",3,2.0,2025,439000
6285,6285,1,"Winchester, CA",4,3.0,2660,424999
6286,6286,1,"Menifee, CA",5,4.0,2946,439000
6287,6287,1,"Palm Desert, CA",3,3.0,2372,409000
6288,6288,2,"Beaumont, CA",4,3.0,2952,395432
6289,6289,1,"Murrieta, CA",4,3.0,2010,428900
6290,6290,1,"Palm Desert, CA",2,2.0,1370,440000
6291,6291,1,"Palm Desert, CA",3,2.0,1834,439700
6292,6292,2,"Moreno Valley, CA",3,2.1,1589,399900
6293,6293,2,"Murrieta, CA",5,3.0,2643,445900
6294,6294,1,"Moreno Valley, CA",4,3.0,2961,433000
6295,6295,1,"Riverside, CA",4,1.1,1620,417000
6296,6296,1,"Bermuda Dunes, CA",3,3.0,3079,410000
6297,6297,2,"Temecula, CA",4,2.1,2118,449990
6298,6298,2,"Indio, CA",2,2.0,1605,449000
6299,6299,1,"Indio, CA",3,3.0,2044,419000
6300,6300,2,"Riverside, CA",4,2.0,1344,395000
6301,6301,1,"Romoland, CA",5,3.0,2731,419999
6302,6302,1,"Murrieta, CA",5,3.1,3114,469900
6303,6303,2,"Murrieta, CA",5,3.0,2189,446000
6304,6304,2,"Indio, CA",2,2.1,2277,499000
6305,6305,2,"Bermuda Dunes, CA",4,2.0,2304,495000
6306,6306,2,"La Quinta, CA",2,2.0,898,449000
6307,6307,1,"Corona, CA",4,3.0,1701,480000
6308,6308,1,"Corona, CA",4,3.0,2041,480000
6309,6309,2,"Corona, CA",3,2.0,1374,445000
6310,6310,2,"Nuevo, CA",3,2.1,2269,445000
6311,6311,2,"Murrieta, CA",3,2.1,2328,449900
6312,6312,2,"Wildomar, CA",4,3.0,2288,449900
6313,6313,2,"Corona, CA",3,2.1,1475,449900
6314,6314,1,"Murrieta, CA",5,3.0,2290,465000
6315,6315,2,"Corona, CA",3,2.0,1739,448000
6316,6316,2,"Calimesa, CA",5,3.0,2854,448163
6317,6317,2,"Calimesa, CA",5,3.0,2854,450163
6318,6318,2,"Menifee, CA",3,2.0,1437,450000
6319,6319,1,"Corona, CA",3,2.0,1300,469500
6320,6320,2,"Anza, CA",4,3.0,3090,499000
6321,6321,2,"Lake Elsinore, CA",5,2.1,2511,449999
6322,6322,1,"Palm Desert, CA",3,3.0,1909,475000
6323,6323,1,"La Quinta, CA",4,2.0,1738,464500
6324,6324,2,"Cherry Valley, CA",4,2.0,2517,499999
6325,6325,2,"Winchester, CA",5,4.1,3409,501900
6326,6326,1,"Corona, CA",4,2.0,1592,465000
6327,6327,1,"Murrieta, CA",5,3.0,2984,479000
6328,6328,2,"Corona, CA",4,3.0,1886,499900
6329,6329,2,"Hemet, CA",3,2.0,2258,450000
6330,6330,2,"Aguanga, CA",4,2.1,2126,452495
6331,6331,1,"Cathedral City, CA",6,4.0,3105,460490
6332,6332,2,"Lake Elsinore, CA",4,3.0,2595,445000
6333,6333,2,"Lake Elsinore, CA",4,3.0,2499,449999
6334,6334,2,"Wildomar, CA",5,3.0,2816,445000
6335,6335,2,"Lake Elsinore, CA",4,3.0,2735,449900
6336,6336,2,"Palm Springs, CA",3,2.0,1475,445000
6337,6337,1,"Indio, CA",3,3.1,2966,494777
6338,6338,1,"Menifee, CA",4,4.1,3189,484350
6339,6339,2,"Menifee, CA",5,3.0,3021,499900
6340,6340,2,"Murrieta, CA",5,3.0,2860,499999
6341,6341,2,"Corona, CA",3,2.0,1686,455000
6342,6342,2,"Cathedral City, CA",3,2.0,1737,499000
6343,6343,1,"Menifee, CA",4,3.0,2467,459900
6344,6344,1,"Winchester, CA",4,3.0,2871,481455
6345,6345,1,"Riverside, CA",4,2.0,2128,459900
6346,6346,1,"Belltown, CA",3,2.0,2136,462000
6347,6347,1,"Corona, CA",3,2.1,1663,470000
6348,6348,1,"Lake Elsinore, CA",4,3.1,3208,460000
6349,6349,1,"Murrieta, CA",3,3.0,2582,489000
6350,6350,1,"Wildomar, CA",3,2.0,1860,485000
6351,6351,2,"Moreno Valley, CA",4,3.0,2577,499900
6352,6352,2,"Riverside, CA",4,3.0,1877,499990
6353,6353,2,"Palm Desert, CA",3,2.0,1896,449900
6354,6354,2,"La Quinta, CA",3,3.0,1641,500000
6355,6355,1,"Palm Desert, CA",3,3.0,2065,469000
6356,6356,1,"Indio, CA",3,3.0,2331,489000
6357,6357,1,"Riverside, CA",4,3.0,2256,475000
6358,6358,2,"Menifee, CA",4,3.1,3002,499999
6359,6359,2,"La Quinta, CA",3,3.1,2302,499990
6360,6360,2,"Murrieta, CA",5,3.0,2644,495000
6361,6361,2,"Winchester, CA",3,2.0,1945,449900
6362,6362,2,"Murrieta, CA",4,2.1,2137,449900
6363,6363,1,"Lake Elsinore, CA",5,3.0,2867,490000
6364,6364,1,"Murrieta, CA",4,3.1,2831,485000
6365,6365,2,"Murrieta, CA",5,3.0,3514,495000
6366,6366,2,"Murrieta, CA",4,2.1,2716,499900
6367,6367,1,"Palm Springs, CA",2,2.0,1410,460000
6368,6368,1,"La Quinta, CA",3,3.0,2013,479000
6369,6369,2,"Riverside, CA",4,2.0,1473,449900
6370,6370,2,"Murrieta, CA",3,3.0,2608,453000
6371,6371,2,"Murrieta, CA",4,3.0,2585,449900
6372,6372,2,"Winchester, CA",3,2.1,2789,448000
6373,6373,1,"Riverside, CA",3,2.1,2000,475000
6374,6374,1,"Riverside, CA",3,2.0,1628,459888
6375,6375,1,"Murrieta, CA",4,3.0,2483,475888
6376,6376,2,"Temecula, CA",4,3.0,2210,450000
6377,6377,1,"Menifee, CA",5,3.0,3399,455500
6378,6378,1,"Corona, CA",3,2.1,1927,478900
6379,6379,2,"Indio, CA",2,2.0,1763,449900
6380,6380,1,"Riverside, CA",4,2.0,2000,469990
6381,6381,1,"Calimesa, CA",4,3.1,2546,459900
6382,6382,1,"Menifee, CA",3,2.1,2985,479990
6383,6383,1,"Murrieta, CA",5,3.0,2473,469900
6384,6384,2,"Cathedral City, CA",4,2.0,2022,450000
6385,6385,2,"Moreno Valley, CA",3,3.1,4207,450000
6386,6386,1,"Calimesa, CA",4,2.1,2285,459000
